date,open,high,low,close,volume
1999-03-29,0.041184,0.042139,0.040468,0.041184,65952000
1999-03-30,0.041303,0.041661,0.037483,0.037722,69504000
1999-03-31,0.038916,0.040825,0.037125,0.040348,153600000
1999-04-01,0.040348,0.040587,0.038438,0.039154,30432000
1999-04-05,0.038677,0.039632,0.037722,0.03796,98640000
1999-04-06,0.038319,0.038438,0.036289,0.037006,69696000
1999-04-07,0.037244,0.040348,0.037006,0.040109,89280000
1999-04-08,0.040348,0.042019,0.039871,0.040825,130128000
1999-04-09,0.041065,0.041065,0.039871,0.040109,48624000
1999-04-12,0.039632,0.039632,0.037722,0.038438,33312000
1999-04-13,0.039154,0.039154,0.036289,0.036886,36144000
1999-04-14,0.036767,0.037603,0.035812,0.035812,48288000
1999-04-15,0.036767,0.036767,0.035812,0.036767,35856000
1999-04-16,0.036528,0.038557,0.036528,0.03796,38928000
1999-04-19,0.038438,0.038438,0.035812,0.036289,31296000
1999-04-20,0.036289,0.037722,0.035215,0.035573,67680000
1999-04-21,0.035573,0.036289,0.035335,0.03617,37488000
1999-04-22,0.036289,0.036289,0.03426,0.034618,227184000
1999-04-23,0.034499,0.034618,0.032708,0.032947,126048000
1999-04-26,0.032947,0.033424,0.030559,0.031276,123504000
1999-04-27,0.031992,0.034857,0.031514,0.034618,226944000
1999-04-28,0.034857,0.034857,0.033305,0.034379,120096000
1999-04-29,0.034499,0.034618,0.033663,0.034379,48144000
1999-04-30,0.034738,0.036289,0.034499,0.034857,99312000
1999-05-03,0.035215,0.035215,0.034141,0.035095,33840000
1999-05-04,0.035095,0.035095,0.03247,0.033186,96048000
1999-05-05,0.033424,0.033902,0.031514,0.033902,144576000
1999-05-06,0.033663,0.034379,0.03223,0.033245,35616000
1999-05-07,0.03223,0.033663,0.03223,0.033424,25008000
1999-05-10,0.033186,0.034141,0.033186,0.033424,19680000
1999-05-11,0.034857,0.036289,0.034141,0.035215,171744000
1999-05-12,0.035573,0.036409,0.035095,0.036289,168480000
1999-05-13,0.036289,0.037244,0.03617,0.036289,69936000
1999-05-14,0.036289,0.036289,0.033902,0.034379,28464000
1999-05-17,0.033902,0.036051,0.033783,0.036051,35760000
1999-05-18,0.036409,0.0382,0.035335,0.037722,151536000
1999-05-19,0.039393,0.040825,0.035454,0.036051,451728000
1999-05-20,0.036289,0.036289,0.031873,0.033186,178176000
1999-05-21,0.032708,0.032708,0.031514,0.03247,303504000
1999-05-24,0.032708,0.033424,0.031873,0.03235,162624000
1999-05-25,0.03247,0.032947,0.03223,0.032589,130080000
1999-05-26,0.03247,0.034141,0.03247,0.03247,104736000
1999-05-27,0.032708,0.032708,0.03223,0.03223,82320000
1999-05-28,0.032708,0.032708,0.03223,0.032589,88656000
1999-06-01,0.03247,0.032708,0.031992,0.032708,98544000
1999-06-02,0.032708,0.032708,0.031514,0.031514,130128000
1999-06-03,0.03235,0.032589,0.031992,0.03235,41568000
1999-06-04,0.032589,0.032708,0.03235,0.032589,78912000
1999-06-07,0.032768,0.033424,0.032708,0.032947,125136000
1999-06-08,0.033067,0.034379,0.032947,0.033783,153312000
1999-06-09,0.033902,0.035095,0.033902,0.034379,95184000
1999-06-10,0.034379,0.034618,0.034141,0.034499,36096000
1999-06-11,0.034499,0.034618,0.032589,0.033783,61008000
1999-06-14,0.033842,0.033902,0.03223,0.03247,51648000
1999-06-15,0.03247,0.032708,0.031992,0.03247,49296000
1999-06-16,0.032947,0.034379,0.03247,0.033424,64416000
1999-06-17,0.033186,0.033663,0.03247,0.03247,74928000
1999-06-18,0.032708,0.032708,0.031276,0.031276,158736000
1999-06-21,0.03223,0.032947,0.031365,0.032947,83472000
1999-06-22,0.032947,0.032947,0.031634,0.03235,193056000
1999-06-23,0.031992,0.032947,0.031634,0.032947,210912000
1999-06-24,0.033186,0.033186,0.031992,0.03223,115200000
1999-06-25,0.031992,0.033067,0.031992,0.032708,73536000
1999-06-28,0.033783,0.033783,0.03247,0.033186,109152000
1999-06-29,0.033663,0.034021,0.033186,0.033544,92688000
1999-06-30,0.034618,0.036528,0.033902,0.036528,269232000
1999-07-01,0.036528,0.036528,0.032708,0.034618,88992000
1999-07-02,0.035095,0.037125,0.034379,0.037125,224880000
1999-07-06,0.037483,0.037483,0.036767,0.037244,198096000
1999-07-07,0.037483,0.037483,0.036528,0.036528,63120000
1999-07-08,0.036767,0.03796,0.035573,0.037364,186048000
1999-07-09,0.037244,0.040825,0.037244,0.040527,211728000
1999-07-12,0.042974,0.044168,0.041303,0.042377,401040000
1999-07-13,0.042855,0.043093,0.040587,0.042497,138864000
1999-07-14,0.042497,0.043452,0.040587,0.040825,137952000
1999-07-15,0.041184,0.042497,0.041065,0.041065,137040000
1999-07-16,0.041781,0.042258,0.041065,0.0419,103872000
1999-07-19,0.042019,0.042139,0.040587,0.040825,43632000
1999-07-20,0.040825,0.040825,0.038677,0.040109,178752000
1999-07-21,0.039632,0.039632,0.037722,0.038916,112080000
1999-07-22,0.038677,0.038677,0.036767,0.037125,213264000
1999-07-23,0.037006,0.0382,0.037006,0.037125,80256000
1999-07-26,0.03808,0.03808,0.037244,0.037244,60528000
1999-07-27,0.037244,0.037483,0.036767,0.037364,98592000
1999-07-28,0.037244,0.038438,0.037125,0.03796,244224000
1999-07-29,0.037244,0.038438,0.037006,0.038319,388800000
1999-07-30,0.038319,0.039393,0.0382,0.038438,452304000
1999-08-02,0.038438,0.038916,0.0382,0.038797,313344000
1999-08-03,0.038797,0.038797,0.037483,0.037841,255216000
1999-08-04,0.03808,0.0382,0.037722,0.037841,89952000
1999-08-05,0.037841,0.038438,0.037244,0.038438,240576000
1999-08-06,0.038319,0.038557,0.0382,0.038438,183984000
1999-08-09,0.038557,0.038916,0.0382,0.038438,31056000
1999-08-10,0.038677,0.040825,0.038438,0.039154,212064000
1999-08-11,0.039871,0.042258,0.039393,0.041781,197712000
1999-08-12,0.042019,0.044884,0.041781,0.043809,239616000
1999-08-13,0.043452,0.044287,0.042974,0.043333,84672000
1999-08-16,0.04369,0.04369,0.040229,0.041661,223440000
1999-08-17,0.041781,0.042497,0.040706,0.041781,193536000
1999-08-18,0.041303,0.043213,0.040468,0.042736,279888000
1999-08-19,0.04572,0.054196,0.044168,0.051808,1966992000
1999-08-20,0.051928,0.052285,0.04942,0.051331,353088000
1999-08-23,0.050614,0.050614,0.046555,0.048227,507984000
1999-08-24,0.047511,0.048466,0.045123,0.047988,398064000
1999-08-25,0.048107,0.048585,0.045839,0.047749,350352000
1999-08-26,0.047749,0.048466,0.046317,0.047033,275376000
1999-08-27,0.047988,0.051569,0.047749,0.049659,552384000
1999-08-30,0.050495,0.05145,0.047391,0.04948,158640000
1999-08-31,0.049659,0.053956,0.048704,0.053718,786864000
1999-09-01,0.053718,0.053718,0.050375,0.051211,565344000
1999-09-02,0.049539,0.050853,0.048466,0.050614,341088000
1999-09-03,0.051569,0.052285,0.050614,0.050972,258864000
1999-09-07,0.051808,0.051808,0.050495,0.050734,124416000
1999-09-08,0.050853,0.051211,0.050614,0.050614,170064000
1999-09-09,0.051092,0.05145,0.048943,0.049898,209472000
1999-09-10,0.050734,0.051331,0.050375,0.050614,167424000
1999-09-13,0.050853,0.050853,0.048466,0.048943,174432000
1999-09-14,0.048943,0.048943,0.047272,0.047511,250368000
1999-09-15,0.046914,0.048466,0.046555,0.047869,212736000
1999-09-16,0.047272,0.047749,0.046078,0.046674,158112000
1999-09-17,0.046376,0.046795,0.044884,0.046555,171648000
1999-09-20,0.04572,0.046317,0.044884,0.044884,229104000
1999-09-21,0.04393,0.044168,0.03999,0.040587,737328000
1999-09-22,0.040587,0.041781,0.0382,0.041542,375984000
1999-09-23,0.041661,0.041781,0.037722,0.03808,379584000
1999-09-24,0.0382,0.039154,0.031992,0.034618,684912000
1999-09-27,0.036886,0.037483,0.034618,0.036767,432000000
1999-09-28,0.036826,0.040587,0.036767,0.040109,413184000
1999-09-29,0.040945,0.042497,0.036289,0.036886,594048000
1999-09-30,0.0382,0.039393,0.036289,0.036767,342528000
1999-10-01,0.03617,0.037483,0.034618,0.036528,347760000
1999-10-04,0.037722,0.037841,0.036767,0.037244,177600000
1999-10-05,0.037244,0.041065,0.037244,0.040825,478080000
1999-10-06,0.040945,0.047749,0.040587,0.04572,1508736000
1999-10-07,0.04763,0.04763,0.042497,0.042736,487296000
1999-10-08,0.042736,0.046198,0.041065,0.044884,398928000
1999-10-11,0.045242,0.045362,0.042497,0.04369,544464000
1999-10-12,0.04393,0.044407,0.042974,0.043093,322992000
1999-10-13,0.042616,0.042616,0.041065,0.0419,280368000
1999-10-14,0.042019,0.042019,0.040587,0.041065,192336000
1999-10-15,0.039035,0.041065,0.038916,0.040825,210720000
1999-10-18,0.040945,0.040945,0.038438,0.038677,215184000
1999-10-19,0.039871,0.039871,0.036409,0.037125,308928000
1999-10-20,0.037722,0.038916,0.037125,0.038438,348720000
1999-10-21,0.038319,0.040229,0.037244,0.040229,382128000
1999-10-22,0.040109,0.042377,0.040109,0.041184,286752000
1999-10-25,0.040945,0.041542,0.039154,0.039154,213840000
1999-10-26,0.040825,0.044407,0.040587,0.042974,481248000
1999-10-27,0.043213,0.043452,0.040348,0.041065,214128000
1999-10-28,0.041303,0.042019,0.038916,0.039154,222768000
1999-10-29,0.039632,0.042974,0.039393,0.042258,330528000
1999-11-01,0.041542,0.046555,0.041542,0.044884,782544000
1999-11-02,0.04572,0.047988,0.045362,0.047749,837504000
1999-11-03,0.049659,0.053718,0.049301,0.052404,2011680000
1999-11-04,0.053002,0.05718,0.053002,0.055747,1260336000
1999-11-05,0.057299,0.057777,0.051331,0.053956,616368000
1999-11-08,0.052285,0.057061,0.050614,0.055509,470016000
1999-11-09,0.055389,0.055628,0.052524,0.054672,272352000
1999-11-10,0.054852,0.054912,0.053121,0.054196,144048000
1999-11-11,0.054196,0.06088,0.053002,0.058015,562704000
1999-11-12,0.060522,0.061119,0.057061,0.061119,501504000
1999-11-15,0.061536,0.063387,0.05897,0.059926,362208000
1999-11-16,0.061358,0.066849,0.061119,0.065656,723792000
1999-11-17,0.066849,0.071624,0.065894,0.068162,786384000
1999-11-18,0.069594,0.070192,0.067804,0.0684,235968000
1999-11-19,0.076638,0.084755,0.076398,0.08189,2165184000
1999-11-22,0.083979,0.084039,0.076876,0.081771,540192000
1999-11-23,0.073414,0.076757,0.072579,0.075922,553248000
1999-11-24,0.075563,0.076398,0.067924,0.073533,406848000
1999-11-26,0.072817,0.073533,0.070669,0.073057,71760000
1999-11-29,0.072817,0.073773,0.068759,0.07043,298608000
1999-11-30,0.070669,0.071862,0.066132,0.066132,314688000
1999-12-01,0.066132,0.07043,0.066132,0.069475,223536000
1999-12-02,0.069714,0.075563,0.069714,0.074608,309888000
1999-12-03,0.075324,0.076638,0.071862,0.072817,342768000
1999-12-06,0.073057,0.075205,0.073057,0.074847,178608000
1999-12-07,0.075444,0.075563,0.069475,0.07234,186384000
1999-12-08,0.072101,0.076279,0.071862,0.075563,201696000
1999-12-09,0.075444,0.077354,0.070669,0.073295,214944000
1999-12-10,0.074608,0.074966,0.071146,0.072459,98304000
1999-12-13,0.071624,0.07413,0.070669,0.072221,183840000
1999-12-14,0.07234,0.07413,0.070311,0.071027,273888000
1999-12-15,0.070549,0.070908,0.067088,0.068759,205968000
1999-12-16,0.069117,0.070192,0.068043,0.068281,132576000
1999-12-17,0.070192,0.072937,0.069833,0.071862,262080000
1999-12-20,0.071982,0.079234,0.069475,0.077831,402432000
1999-12-21,0.077831,0.081293,0.074966,0.081174,388368000
1999-12-22,0.081412,0.084039,0.078309,0.083084,251184000
1999-12-23,0.083203,0.088814,0.082845,0.088575,280224000
1999-12-27,0.090485,0.090604,0.084277,0.085233,202416000
1999-12-28,0.085233,0.088336,0.084755,0.084993,179184000
1999-12-29,0.084815,0.088814,0.084755,0.087858,132144000
1999-12-30,0.087858,0.089172,0.086426,0.088575,139776000
1999-12-31,0.088395,0.089769,0.088098,0.089649,127344000
2000-01-03,0.090246,0.090962,0.084277,0.08941,300912000
2000-01-04,0.087858,0.088098,0.082606,0.087023,300480000
2000-01-05,0.084517,0.085949,0.082964,0.084158,188352000
2000-01-06,0.084158,0.084158,0.075444,0.078667,120480000
2000-01-07,0.078309,0.080815,0.077115,0.07998,71184000
2000-01-10,0.080219,0.085949,0.078787,0.082606,239856000
2000-01-11,0.082128,0.083084,0.079263,0.079263,148128000
2000-01-12,0.079263,0.079383,0.07616,0.077235,123552000
2000-01-13,0.077115,0.081174,0.07616,0.080457,132192000
2000-01-14,0.081652,0.087261,0.081412,0.083919,604560000
2000-01-18,0.084993,0.087858,0.081174,0.087501,261648000
2000-01-19,0.087858,0.087858,0.085949,0.086665,164688000
2000-01-20,0.087382,0.092156,0.08571,0.086426,179568000
2000-01-21,0.086187,0.086545,0.083322,0.085471,544272000
2000-01-24,0.088217,0.088217,0.081174,0.081652,256944000
2000-01-25,0.082009,0.082845,0.078309,0.080935,237120000
2000-01-26,0.080935,0.083084,0.07616,0.077592,232464000
2000-01-27,0.078189,0.078189,0.070669,0.073533,458208000
2000-01-28,0.072579,0.073057,0.06852,0.071385,194448000
2000-01-31,0.071743,0.073295,0.066849,0.070789,182400000
2000-02-01,0.070908,0.073057,0.068281,0.072459,92976000
2000-02-02,0.072817,0.075922,0.072459,0.074489,149040000
2000-02-03,0.076876,0.078428,0.075205,0.075682,108240000
2000-02-04,0.07807,0.07807,0.075922,0.077473,123696000
2000-02-07,0.077831,0.077831,0.072579,0.072698,217488000
2000-02-08,0.074489,0.078787,0.072579,0.07616,468816000
2000-02-09,0.079025,0.080338,0.077951,0.07807,589056000
2000-02-10,0.082845,0.095499,0.082845,0.094066,970080000
2000-02-11,0.098721,0.098841,0.088575,0.095499,423792000
2000-02-14,0.095737,0.110778,0.094782,0.110778,650112000
2000-02-15,0.111017,0.111136,0.101945,0.106481,450480000
2000-02-16,0.107675,0.115076,0.106481,0.111375,1019568000
2000-02-17,0.111256,0.116031,0.109584,0.115314,535776000
2000-02-18,0.113643,0.130356,0.112808,0.128685,960864000
2000-02-22,0.124626,0.126296,0.120328,0.125103,542496000
2000-02-23,0.123671,0.127132,0.122118,0.12582,511392000
2000-02-24,0.126536,0.127371,0.119373,0.124626,244320000
2000-02-25,0.124745,0.124745,0.111733,0.116866,278736000
2000-02-28,0.116269,0.117463,0.11412,0.116031,517872000
2000-02-29,0.115314,0.123671,0.115314,0.122238,306048000
2000-03-01,0.122238,0.122238,0.116747,0.118657,383568000
2000-03-02,0.119612,0.119612,0.110301,0.110659,191040000
2000-03-03,0.110778,0.113643,0.109823,0.112449,273696000
2000-03-06,0.113166,0.121761,0.110778,0.111733,432096000
2000-03-07,0.143248,0.166645,0.13704,0.159124,1952208000
2000-03-08,0.159035,0.16187,0.147546,0.160437,668736000
2000-03-09,0.162347,0.206277,0.16187,0.191564,952944000
2000-03-10,0.201502,0.276945,0.200069,0.225376,2161200000
2000-03-13,0.204367,0.286495,0.202456,0.285063,2415168000
2000-03-14,0.283511,0.283511,0.206277,0.210335,1567776000
2000-03-15,0.225406,0.231226,0.194817,0.20174,995616000
2000-03-16,0.208186,0.215349,0.176911,0.179865,750384000
2000-03-17,0.175717,0.204367,0.175687,0.190758,557616000
2000-03-20,0.198279,0.204605,0.184551,0.190639,365280000
2000-03-21,0.190997,0.192668,0.166167,0.181208,536640000
2000-03-22,0.182641,0.188132,0.179537,0.182522,230592000
2000-03-23,0.180851,0.195772,0.180492,0.185744,309408000
2000-03-24,0.184551,0.192907,0.171897,0.177986,231600000
2000-03-27,0.177627,0.183357,0.164735,0.166286,388944000
2000-03-28,0.160557,0.162347,0.150887,0.153872,393312000
2000-03-29,0.154469,0.15805,0.137518,0.143725,469440000
2000-03-30,0.139427,0.15614,0.134653,0.142889,361920000
2000-03-31,0.152648,0.167838,0.149933,0.161362,962976000
2000-04-03,0.1599,0.160437,0.14456,0.148739,329952000
2000-04-04,0.156617,0.159244,0.108868,0.143248,513792000
2000-04-05,0.144681,0.186222,0.137279,0.175121,639600000
2000-04-06,0.183238,0.192549,0.174524,0.183238,404592000
2000-04-07,0.192429,0.200547,0.184312,0.195891,318576000
2000-04-10,0.199234,0.210813,0.174881,0.178582,395280000
2000-04-11,0.166137,0.181447,0.152798,0.167958,457584000
2000-04-12,0.168197,0.171897,0.149933,0.15053,313440000
2000-04-13,0.151723,0.157095,0.141576,0.144083,313296000
2000-04-14,0.134891,0.145277,0.125103,0.1314,421920000
2000-04-17,0.120328,0.143248,0.120328,0.138115,294096000
2000-04-18,0.152021,0.171419,0.147545,0.162586,477504000
2000-04-19,0.167719,0.169987,0.152798,0.154827,278352000
2000-04-20,0.159005,0.161989,0.151842,0.153991,153936000
2000-04-24,0.145157,0.151604,0.138711,0.146351,205968000
2000-04-25,0.152917,0.167123,0.152559,0.162347,249696000
2000-04-26,0.173688,0.177627,0.160437,0.160676,254112000
2000-04-27,0.149933,0.175478,0.149097,0.173807,280992000
2000-04-28,0.176553,0.183357,0.170226,0.170226,179040000
2000-05-01,0.176672,0.180492,0.171539,0.175717,119424000
2000-05-02,0.175717,0.185984,0.164018,0.168913,234000000
2000-05-03,0.167839,0.17333,0.152798,0.166167,329184000
2000-05-04,0.165809,0.17524,0.164377,0.168197,241200000
2000-05-05,0.16748,0.180014,0.165212,0.175956,170592000
2000-05-08,0.17142,0.177627,0.169271,0.16951,185136000
2000-05-09,0.172375,0.173807,0.162347,0.167123,176832000
2000-05-10,0.165451,0.16557,0.149216,0.150649,274080000
2000-05-11,0.152798,0.159841,0.150768,0.157095,245904000
2000-05-12,0.161393,0.169987,0.15232,0.15232,187824000
2000-05-15,0.151604,0.165451,0.144203,0.162825,282096000
2000-05-16,0.169988,0.18467,0.168077,0.179537,366432000
2000-05-17,0.189087,0.21893,0.188968,0.211051,1290624000
2000-05-18,0.212245,0.215707,0.195414,0.196726,509904000
2000-05-19,0.190996,0.201502,0.189564,0.195055,521184000
2000-05-22,0.192907,0.207709,0.175837,0.207709,517152000
2000-05-23,0.202456,0.225257,0.199115,0.206038,778560000
2000-05-24,0.205799,0.209142,0.176195,0.203412,739632000
2000-05-25,0.206396,0.218692,0.19804,0.200547,569184000
2000-05-26,0.201562,0.207112,0.189087,0.201562,183456000
2000-05-30,0.206993,0.21511,0.206038,0.209858,303648000
2000-05-31,0.209142,0.221557,0.209142,0.217975,469536000
2000-06-01,0.224422,0.22645,0.218452,0.224063,418992000
2000-06-02,0.228719,0.254025,0.228719,0.251281,592176000
2000-06-05,0.250922,0.269305,0.240894,0.256681,491904000
2000-06-06,0.257607,0.267157,0.242566,0.243879,375888000
2000-06-07,0.242089,0.244118,0.229435,0.233016,332352000
2000-06-08,0.238985,0.239224,0.225376,0.234807,460704000
2000-06-09,0.239224,0.252116,0.235642,0.241491,467280000
2000-06-12,0.242566,0.244595,0.229674,0.235045,380016000
2000-06-13,0.22848,0.242566,0.227287,0.242446,447840000
2000-06-14,0.246983,0.248296,0.239015,0.242208,275088000
2000-06-15,0.241491,0.248535,0.22848,0.248535,338592000
2000-06-16,0.247639,0.286495,0.24758,0.286018,987840000
2000-06-19,0.285302,0.327082,0.278139,0.303923,1052160000
2000-06-20,0.309176,0.312757,0.296045,0.299865,610272000
2000-06-21,0.295209,0.336155,0.295209,0.330305,614880000
2000-06-22,0.328873,0.335677,0.309177,0.31228,614352000
2000-06-23,0.303923,0.307744,0.282675,0.282795,607392000
2000-06-26,0.288405,0.318726,0.283869,0.316935,618288000
2000-06-27,0.31419,0.319443,0.263814,0.272171,604608000
2000-06-28,0.2779,0.288405,0.254026,0.261666,586608000
2000-06-29,0.25713,0.25713,0.219646,0.223944,1184880000
2000-06-30,0.234448,0.246864,0.222989,0.242805,1209192000
2000-07-03,0.244476,0.252116,0.231106,0.233494,232680000
2000-07-05,0.232539,0.233016,0.201502,0.208426,777936000
2000-07-06,0.208664,0.228719,0.20365,0.221079,603936000
2000-07-07,0.229196,0.233016,0.217736,0.222273,346560000
2000-07-10,0.218452,0.239224,0.216304,0.233732,351264000
2000-07-11,0.230629,0.264531,0.228002,0.252593,755304000
2000-07-12,0.263098,0.272886,0.254742,0.259755,388152000
2000-07-13,0.265247,0.28554,0.264769,0.284108,458736000
2000-07-14,0.289838,0.295329,0.275036,0.281959,280200000
2000-07-17,0.286257,0.286495,0.2779,0.278856,105552000
2000-07-18,0.263576,0.286495,0.263576,0.273364,183672000
2000-07-19,0.263576,0.265485,0.250445,0.255936,189504000
2000-07-20,0.255697,0.269306,0.254981,0.26286,142992000
2000-07-21,0.263576,0.271215,0.259755,0.266202,251928000
2000-07-24,0.266441,0.26835,0.233017,0.243521,281112000
2000-07-25,0.247341,0.249251,0.233971,0.234448,335304000
2000-07-26,0.234448,0.234448,0.210574,0.21702,380064000
2000-07-27,0.210097,0.212962,0.198637,0.201502,331560000
2000-07-28,0.202456,0.221317,0.190997,0.206277,512664000
2000-07-31,0.217736,0.229674,0.206277,0.229196,371232000
2000-08-01,0.229196,0.231106,0.222989,0.22466,350616000
2000-08-02,0.221557,0.232896,0.217975,0.229196,345432000
2000-08-03,0.206277,0.244476,0.206277,0.239224,368664000
2000-08-04,0.244954,0.248296,0.239701,0.243521,194784000
2000-08-07,0.245192,0.264769,0.244237,0.26262,246936000
2000-08-08,0.25689,0.271215,0.255936,0.25689,128112000
2000-08-09,0.260233,0.261904,0.24567,0.249251,136248000
2000-08-10,0.243521,0.257846,0.238746,0.252116,156432000
2000-08-11,0.252594,0.254503,0.234449,0.246148,131928000
2000-08-14,0.249251,0.251638,0.240656,0.248535,108576000
2000-08-15,0.249728,0.276945,0.249012,0.271992,443328000
2000-08-16,0.286734,0.286734,0.270499,0.278856,266232000
2000-08-17,0.275035,0.28554,0.27408,0.284108,129816000
2000-08-18,0.282914,0.297478,0.282437,0.294135,204720000
2000-08-21,0.304879,0.310131,0.297955,0.298671,464472000
2000-08-22,0.283153,0.28936,0.267873,0.270499,658872000
2000-08-23,0.266202,0.286734,0.260711,0.286257,352800000
2000-08-24,0.284586,0.296762,0.279333,0.293897,332616000
2000-08-25,0.290793,0.297,0.285063,0.286495,153048000
2000-08-28,0.287928,0.301775,0.284586,0.297955,189264000
2000-08-29,0.299149,0.299865,0.294135,0.297239,149376000
2000-08-30,0.293896,0.303923,0.290793,0.299865,178080000
2000-08-31,0.304401,0.315145,0.298433,0.303207,388896000
2000-09-01,0.309415,0.31228,0.300342,0.303685,204144000
2000-09-05,0.310848,0.311086,0.302014,0.304163,246144000
2000-09-06,0.305356,0.305356,0.280765,0.283153,230136000
2000-09-07,0.287451,0.29891,0.275513,0.298433,239760000
2000-09-08,0.29509,0.301775,0.27981,0.280765,222648000
2000-09-11,0.277184,0.278856,0.258801,0.269305,285888000
2000-09-12,0.269544,0.28363,0.263576,0.267634,125976000
2000-09-13,0.266918,0.271932,0.261188,0.267515,239976000
2000-09-14,0.268828,0.280765,0.261666,0.265009,216336000
2000-09-15,0.263576,0.274558,0.261666,0.270798,242592000
2000-09-18,0.271455,0.273126,0.252116,0.254981,163488000
2000-09-19,0.243283,0.263576,0.240656,0.26286,301104000
2000-09-20,0.255697,0.260711,0.250206,0.254265,227568000
2000-09-21,0.256174,0.270977,0.255936,0.265187,346824000
2000-09-22,0.238985,0.273126,0.238746,0.269783,387264000
2000-09-25,0.278139,0.29318,0.275991,0.289122,467568000
2000-09-26,0.292225,0.299388,0.278856,0.296045,337344000
2000-09-27,0.293658,0.326127,0.293658,0.31228,676128000
2000-09-28,0.309415,0.32374,0.301775,0.32183,333816000
2000-09-29,0.312757,0.324695,0.307505,0.312757,373872000
2000-10-02,0.317054,0.329469,0.297477,0.305356,340584000
2000-10-03,0.307028,0.309415,0.286495,0.288883,300264000
2000-10-04,0.281243,0.290315,0.277423,0.28554,419568000
2000-10-05,0.287689,0.287689,0.272887,0.278856,525048000
2000-10-06,0.279572,0.281481,0.257607,0.261427,1027176000
2000-10-09,0.254742,0.271215,0.236836,0.267157,665256000
2000-10-10,0.255936,0.268828,0.244476,0.246863,415944000
2000-10-11,0.231823,0.26262,0.222511,0.249012,535776000
2000-10-12,0.254503,0.269306,0.236836,0.239224,401616000
2000-10-13,0.240894,0.255936,0.238328,0.248773,578976000
2000-10-16,0.248773,0.248773,0.237313,0.243043,339216000
2000-10-17,0.242089,0.243043,0.22275,0.225376,463248000
2000-10-18,0.210813,0.234688,0.200785,0.221795,416952000
2000-10-19,0.23612,0.246386,0.232539,0.243283,294888000
2000-10-20,0.237553,0.272171,0.235881,0.265963,387360000
2000-10-23,0.268112,0.269783,0.251638,0.259995,182112000
2000-10-24,0.258801,0.263098,0.250684,0.251638,193968000
2000-10-25,0.244715,0.248296,0.228003,0.229674,385512000
2000-10-26,0.231106,0.248296,0.214871,0.239462,265776000
2000-10-27,0.239701,0.24561,0.225376,0.233971,210960000
2000-10-30,0.230152,0.235344,0.217259,0.217498,192120000
2000-10-31,0.226093,0.241134,0.219169,0.237373,299256000
